t,s_m,pct,plane,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,lag_rad
118.5630,9.40880,77.56,MID,0.736971,0.230370,-0.426530,0.406593,0.362637,-0.076923,0.768990,0.261335,-0.424626,0.640393,0.619301,0.038073,-0.007326,-0.002442,-0.105006,0.110540,-0.175450,0.320407,0.115317,-0.179951,0.320000,0.207369,0.381658,0.032020
118.5733,9.40960,77.56,MID,0.741548,0.235330,-0.425767,0.582417,0.582417,-0.010990,0.773463,0.264924,-0.423735,0.638292,0.591872,0.040641,0.046398,-0.051282,-0.080586,0.111254,-0.176022,0.320448,0.115761,-0.180617,0.320000,0.208233,0.382162,0.031915
118.5834,9.41040,77.57,MID,0.745745,0.241053,-0.425004,0.648350,0.934067,-0.208790,0.777939,0.268527,-0.422834,0.643897,0.549495,0.043406,0.070818,-0.139194,-0.105006,0.112110,-0.176439,0.320535,0.116204,-0.181283,0.320000,0.209044,0.382678,0.032195
118.5930,9.41120,77.58,MID,0.749559,0.246393,-0.423860,0.340660,0.780220,0.120880,0.782420,0.272145,-0.421923,0.657208,0.515038,0.038738,0.080586,-0.173382,-0.129426,0.112850,-0.176783,0.320685,0.116647,-0.181949,0.320000,0.209731,0.383179,0.032860
118.6031,9.41200,77.58,MID,0.752611,0.250971,-0.422715,0.230770,0.846153,-0.054947,0.786904,0.275777,-0.421002,0.685856,0.496133,0.034266,0.124542,-0.158731,-0.178267,0.113464,-0.177019,0.320848,0.117090,-0.182615,0.320000,0.210262,0.383606,0.034293
118.6131,9.41280,77.59,MID,0.756426,0.256311,-0.421952,0.472527,0.956043,0.186813,0.791392,0.279424,-0.420071,0.699321,0.462264,0.037618,0.139194,-0.163614,-0.070818,0.114256,-0.177381,0.320939,0.117533,-0.183282,0.320000,0.210994,0.384084,0.034966
118.6234,9.41360,77.60,MID,0.760240,0.260507,-0.421189,0.340660,0.450550,0.340660,0.795884,0.283086,-0.419131,0.712864,0.451578,0.041166,0.153846,-0.095238,-0.105006,0.114842,-0.177845,0.320986,0.117976,-0.183948,0.320000,0.211702,0.384513,0.035643
118.6333,9.41440,77.60,MID,0.764437,0.264704,-0.420426,0.230770,0.230770,0.186813,0.800379,0.286763,-0.418181,0.718856,0.441189,0.044909,0.124542,-0.026862,-0.070818,0.115421,-0.178397,0.321011,0.118419,-0.184614,0.320000,0.212480,0.384962,0.035943
118.6435,9.41520,77.61,MID,0.767870,0.267374,-0.419664,0.582417,0.450550,0.010990,0.804879,0.290455,-0.417221,0.740184,0.461616,0.048846,0.178267,-0.017094,-0.046398,0.115737,-0.178911,0.321022,0.118862,-0.185280,0.320000,0.213083,0.385305,0.037009
118.6572,9.41600,77.62,MID,0.772066,0.270426,-0.418519,0.736263,0.230770,0.406593,0.809383,0.294161,-0.416252,0.746332,0.474713,0.045348,0.168498,0.041514,-0.080586,0.116054,-0.179549,0.321059,0.119305,-0.185946,0.320000,0.213791,0.385727,0.037317
118.6661,9.41680,77.62,MID,0.777025,0.273477,-0.417756,0.318680,0.054947,0.296703,0.813890,0.297883,-0.415273,0.737300,0.488112,0.049673,0.021978,0.056166,-0.046398,0.116410,-0.180383,0.320993,0.119748,-0.186612,0.320000,0.214684,0.386168,0.036865
118.6770,9.41760,77.63,MID,0.782366,0.276529,-0.416612,0.692307,0.274727,0.142857,0.818402,0.301620,-0.414284,0.720717,0.501814,0.046563,-0.021978,0.090354,-0.105006,0.116704,-0.181288,0.320958,0.120191,-0.187278,0.320000,0.215604,0.386651,0.036036
118.6862,9.41840,77.64,MID,0.787325,0.279199,-0.415849,0.274727,0.384617,0.208790,0.822917,0.305372,-0.413285,0.711842,0.523449,0.051275,-0.021978,0.100122,-0.065934,0.116988,-0.182158,0.320873,0.120634,-0.187944,0.320000,0.216490,0.387075,0.035592
118.6967,9.41920,77.64,MID,0.793428,0.281870,-0.414704,0.582417,0.054947,0.186813,0.827436,0.309139,-0.412277,0.680159,0.545390,0.048551,-0.051282,0.109890,-0.105006,0.117195,-0.183278,0.320772,0.121077,-0.188610,0.320000,0.217544,0.387583,0.034008
118.7064,9.42000,77.65,MID,0.797625,0.284159,-0.413942,0.164837,0.296703,0.384617,0.831960,0.312922,-0.411259,0.686683,0.575268,0.053649,-0.061050,0.148962,-0.119658,0.117421,-0.184009,0.320714,0.121520,-0.189276,0.320000,0.218283,0.387949,0.034334
118.7144,9.42080,77.66,MID,0.803347,0.287210,-0.413560,0.582417,0.296703,-0.098900,0.836487,0.316720,-0.410232,0.662789,0.590196,0.066569,-0.051282,0.085470,-0.080586,0.117806,-0.185046,0.320529,0.121964,-0.189943,0.320000,0.219363,0.388406,0.033139
118.7244,9.42160,77.66,MID,0.808688,0.290644,-0.412797,0.494507,0.274727,-0.076923,0.841018,0.320534,-0.409194,0.646605,0.597806,0.072052,-0.031746,0.105006,-0.080586,0.118212,-0.185942,0.320437,0.122407,-0.190609,0.320000,0.220337,0.388881,0.032330
118.7346,9.42240,77.67,MID,0.813647,0.294077,-0.412034,0.362637,0.230770,-0.098900,0.845554,0.324363,-0.408148,0.638130,0.605728,0.077727,0.017094,0.090354,-0.036630,0.118624,-0.186751,0.320366,0.122850,-0.191275,0.320000,0.221241,0.389335,0.031907
118.7446,9.42320,77.68,MID,0.817843,0.297892,-0.410508,0.362637,0.868134,0.428570,0.850093,0.328208,-0.407092,0.644996,0.606316,0.068335,0.026862,0.070818,-0.070818,0.119015,-0.187312,0.320472,0.123293,-0.191941,0.320000,0.221924,0.389811,0.032250
118.7547,9.42400,77.68,MID,0.822039,0.302089,-0.409745,0.626373,0.648350,-0.032967,0.854637,0.332069,-0.406026,0.651943,0.599610,0.074393,0.100122,-0.017094,-0.090354,0.119578,-0.187875,0.320475,0.123736,-0.192607,0.320000,0.222701,0.390256,0.032597
118.7648,9.42480,77.69,MID,0.825091,0.305522,-0.408982,0.736263,0.428570,0.010990,0.859184,0.335946,-0.404950,0.681859,0.608480,0.080642,0.148962,-0.017094,-0.100122,0.120027,-0.188240,0.320522,0.124179,-0.193273,0.320000,0.223251,0.390609,0.034093
118.7749,9.42560,77.70,MID,0.828906,0.310099,-0.407838,0.450550,0.582417,-0.164837,0.863736,0.339839,-0.403865,0.696600,0.594781,0.079453,0.148962,-0.021978,-0.056166,0.120613,-0.188661,0.320619,0.124622,-0.193939,0.320000,0.223921,0.391072,0.034830
118.7855,9.42640,77.70,MID,0.832721,0.315059,-0.406694,0.340660,0.560440,0.186813,0.868292,0.343747,-0.402771,0.711423,0.573774,0.078455,0.158731,-0.090354,-0.056166,0.121268,-0.189048,0.320730,0.125065,-0.194605,0.320000,0.224600,0.391551,0.035571
118.7953,9.42720,77.71,MID,0.835772,0.319636,-0.405931,0.560440,0.846153,0.098900,0.872852,0.347672,-0.401667,0.741588,0.560720,0.085276,0.139194,-0.119658,-0.061050,0.121922,-0.189307,0.320816,0.125508,-0.195271,0.320000,0.225172,0.391951,0.037079
118.8052,9.42800,77.72,MID,0.839587,0.324214,-0.405168,0.428570,0.164837,0.120880,0.877416,0.351613,-0.400553,0.756577,0.547991,0.092289,0.153846,-0.124542,-0.051282,0.122558,-0.189746,0.320852,0.125951,-0.195937,0.320000,0.225885,0.392390,0.037829
118.8153,9.42880,77.72,MID,0.844165,0.329173,-0.404023,0.274727,0.384617,0.186813,0.881984,0.355571,-0.399430,0.756392,0.527961,0.091862,0.119658,-0.100122,-0.046398,0.123193,-0.190312,0.320908,0.126394,-0.196603,0.320000,0.226705,0.392908,0.037820
118.8253,9.42960,77.73,MID,0.848742,0.334132,-0.402879,0.428570,0.494507,0.538460,0.886557,0.359545,-0.398298,0.756291,0.508259,0.091625,0.061050,-0.061050,-0.041514,0.123827,-0.190878,0.320962,0.126837,-0.197270,0.320000,0.227525,0.393426,0.037815
118.8353,9.43040,77.74,MID,0.852939,0.337565,-0.402116,0.362637,0.472527,0.054947,0.891134,0.363536,-0.397156,0.763905,0.519406,0.099207,0.041514,-0.017094,-0.085470,0.124243,-0.191515,0.320925,0.127280,-0.197936,0.320000,0.228286,0.393837,0.038195
118.8453,9.43120,77.74,MID,0.858279,0.341380,-0.401353,0.450550,0.098900,-0.010990,0.895715,0.367543,-0.396004,0.748715,0.523257,0.106978,0.007326,-0.007326,-0.026862,0.124699,-0.192388,0.320823,0.127723,-0.198602,0.320000,0.229266,0.394322,0.037436
118.8558,9.43200,77.75,MID,0.864002,0.345195,-0.400209,0.318680,0.318680,-0.142857,0.900300,0.371567,-0.394843,0.725963,0.527443,0.107310,-0.041514,0.012210,-0.070818,0.125092,-0.193336,0.320751,0.128167,-0.199268,0.320000,0.230275,0.394851,0.036298
118.8656,9.43280,77.76,MID,0.870106,0.349009,-0.399064,0.714287,0.736263,0.076923,0.904890,0.375608,-0.393673,0.695688,0.531968,0.107831,-0.080586,0.026862,-0.046398,0.125472,-0.194376,0.320649,0.128610,-0.199934,0.320000,0.231355,0.395400,0.034784
118.8760,9.43360,77.76,MID,0.875828,0.352443,-0.397920,0.252747,0.450550,0.032967,0.909484,0.379666,-0.392493,0.673128,0.544461,0.108542,-0.085470,0.070818,-0.075702,0.125790,-0.195364,0.320556,0.129053,-0.200600,0.320000,0.232357,0.395912,0.033656
118.8862,9.43440,77.77,MID,0.881168,0.355876,-0.396775,0.934067,0.340660,0.120880,0.914083,0.383741,-0.391303,0.658285,0.557297,0.109441,-0.041514,0.012210,-0.041514,0.126116,-0.196262,0.320487,0.129496,-0.201266,0.320000,0.233289,0.396403,0.032914
118.8984,9.43520,77.78,MID,0.885364,0.358928,-0.395631,1.000000,0.164837,0.054947,0.918685,0.387833,-0.390104,0.666419,0.578106,0.110529,-0.061050,0.017094,-0.070818,0.126401,-0.196925,0.320482,0.129939,-0.201932,0.320000,0.234001,0.396819,0.033321
118.9089,9.43600,77.78,MID,0.889561,0.362743,-0.394487,0.230770,0.516483,0.406593,0.923293,0.391942,-0.388896,0.674641,0.583984,0.111806,0.012210,0.061050,-0.065934,0.126824,-0.197516,0.320505,0.130382,-0.202598,0.320000,0.234727,0.397266,0.033732
118.9162,9.43680,77.79,MID,0.894138,0.366176,-0.393342,0.846153,0.296703,0.494507,0.927904,0.396069,-0.387679,0.675324,0.597860,0.113271,0.100122,0.061050,-0.031746,0.127165,-0.198236,0.320484,0.130825,-0.203264,0.320000,0.235518,0.397717,0.033766
118.9263,9.43760,77.80,MID,0.897190,0.369228,-0.392579,0.164837,-0.054947,0.120880,0.932521,0.400214,-0.386451,0.706613,0.619717,0.122555,0.021978,0.031746,-0.012210,0.127530,-0.198644,0.320498,0.131268,-0.203931,0.320000,0.236058,0.398048,0.035331
118.9364,9.43840,77.80,MID,0.901386,0.373043,-0.391435,0.450550,0.296703,0.076923,0.937141,0.404376,-0.385215,0.715105,0.626669,0.124397,0.114774,0.026862,-0.129426,0.127949,-0.199238,0.320516,0.131711,-0.204597,0.320000,0.236784,0.398494,0.035755
118.9464,9.43920,77.81,MID,0.905201,0.377621,-0.389908,0.626373,0.230770,0.296703,0.941767,0.408557,-0.383969,0.731317,0.618719,0.118779,0.168498,0.036630,-0.075702,0.128465,-0.199651,0.320651,0.132154,-0.205263,0.320000,0.237411,0.398975,0.036566
118.9563,9.44000,77.82,MID,0.909397,0.382198,-0.389145,0.516483,0.560440,0.010990,0.946397,0.412755,-0.382714,0.739992,0.611129,0.128627,0.197803,0.017094,-0.061050,0.129070,-0.200190,0.320635,0.132597,-0.205929,0.320000,0.238192,0.399427,0.037000
118.9664,9.44080,77.82,MID,0.912449,0.386013,-0.388382,0.274727,0.560440,-0.230770,0.951031,0.416971,-0.381449,0.771647,0.619159,0.138663,0.192918,-0.065934,-0.061050,0.129570,-0.200527,0.320674,0.133040,-0.206595,0.320000,0.238745,0.399789,0.038582
118.9764,9.44160,77.83,MID,0.917026,0.390972,-0.386856,0.472527,0.736263,-0.032967,0.955670,0.421205,-0.380175,0.772878,0.604665,0.133629,0.148962,-0.056166,-0.061050,0.130129,-0.201088,0.320763,0.133483,-0.207261,0.320000,0.239520,0.400324,0.038644
118.9864,9.44240,77.83,MID,0.921986,0.395931,-0.385330,0.604397,0.472527,0.230770,0.960314,0.425458,-0.378891,0.766554,0.590539,0.128782,0.065934,-0.070818,-0.041514,0.130675,-0.201742,0.320822,0.133926,-0.207927,0.320000,0.240366,0.400877,0.038328
118.9968,9.44320,77.84,MID,0.926564,0.401272,-0.384186,0.626373,1.021976,0.230770,0.964963,0.429729,-0.377598,0.767974,0.569153,0.131753,0.144078,-0.090354,-0.065934,0.131351,-0.202285,0.320861,0.134370,-0.208593,0.320000,0.241189,0.401402,0.038399
119.0067,9.44400,77.85,MID,0.932286,0.405849,-0.383042,0.318680,0.494507,0.010990,0.969616,0.434019,-0.376296,0.746600,0.563400,0.134911,-0.017094,-0.075702,-0.036630,0.131850,-0.203180,0.320781,0.134813,-0.209259,0.320000,0.242211,0.401954,0.037330
119.0166,9.44480,77.85,MID,0.938008,0.410046,-0.381516,0.450550,0.406593,0.098900,0.974274,0.438328,-0.374984,0.725322,0.565651,0.130628,-0.051282,-0.017094,-0.051282,0.132226,-0.204097,0.320746,0.135256,-0.209925,0.320000,0.243186,0.402514,0.036266
119.0270,9.44560,77.86,MID,0.942586,0.413479,-0.380371,0.560440,0.604397,0.076923,0.978937,0.442656,-0.373663,0.727029,0.583541,0.134162,-0.017094,-0.017094,-0.046398,0.132549,-0.204829,0.320706,0.135699,-0.210592,0.320000,0.243975,0.402959,0.036351
119.0369,9.44640,77.87,MID,0.948689,0.417675,-0.379227,0.670330,0.516483,0.076923,0.983605,0.447003,-0.372333,0.698316,0.586553,0.137884,-0.051282,-0.002442,-0.041514,0.132957,-0.205859,0.320573,0.136142,-0.211258,0.320000,0.245062,0.403513,0.034916
119.0470,9.44720,77.87,MID,0.954411,0.421872,-0.377701,0.780220,0.560440,0.340660,0.988278,0.451369,-0.370993,0.677331,0.589932,0.134164,-0.021978,0.026862,-0.095238,0.133325,-0.206783,0.320528,0.136585,-0.211924,0.320000,0.246038,0.404070,0.033867
119.0569,9.44800,77.88,MID,0.958608,0.425305,-0.376938,1.000000,0.714287,0.098900,0.992956,0.455754,-0.369643,0.686963,0.608976,0.145890,0.100122,0.017094,-0.051282,0.133703,-0.207441,0.320449,0.137028,-0.212590,0.320000,0.246796,0.404470,0.034348
119.0672,9.44880,77.89,MID,0.963185,0.429501,-0.375412,0.604397,0.648350,0.296703,0.997638,0.460159,-0.368285,0.689065,0.613154,0.142545,0.017094,-0.021978,-0.051282,0.134106,-0.208087,0.320492,0.137471,-0.213256,0.320000,0.247557,0.404969,0.034453
119.0771,9.44960,77.89,MID,0.967763,0.433316,-0.373886,0.230770,0.186813,0.472527,1.002326,0.464584,-0.366917,0.691268,0.625355,0.139388,0.065934,0.021978,-0.056166,0.134438,-0.208771,0.320518,0.137914,-0.213922,0.320000,0.248312,0.405451,0.034563
119.0872,9.45040,77.90,MID,0.972340,0.437894,-0.372360,0.934067,0.516483,-0.098900,1.007019,0.469029,-0.365539,0.693573,0.622696,0.136419,0.105006,0.051282,-0.095238,0.134907,-0.209381,0.320572,0.138357,-0.214588,0.320000,0.249079,0.405964,0.034679
119.0972,9.45120,77.91,MID,0.975392,0.441327,-0.371216,0.516483,0.714287,0.120880,1.011717,0.473493,-0.364153,0.726497,0.643327,0.141267,0.153846,0.041514,-0.061050,0.135271,-0.209746,0.320642,0.138800,-0.215254,0.320000,0.249583,0.406329,0.036325
119.1073,9.45200,77.91,MID,0.979588,0.445142,-0.369690,0.758244,0.208790,0.582417,1.016420,0.477978,-0.362756,0.736638,0.656733,0.138673,0.163614,0.046398,-0.056166,0.135612,-0.210339,0.320696,0.139243,-0.215920,0.320000,0.250266,0.406791,0.036832
119.1173,9.45280,77.92,MID,0.983403,0.449719,-0.368546,0.252747,0.362637,0.362637,1.021129,0.482484,-0.361351,0.754512,0.655290,0.143896,0.178267,0.021978,-0.075702,0.136154,-0.210778,0.320746,0.139686,-0.216586,0.320000,0.250929,0.407239,0.037726
119.1275,9.45360,77.93,MID,0.987600,0.454678,-0.367020,0.384617,0.604397,0.428570,1.025842,0.487010,-0.359936,0.764843,0.646629,0.141678,0.183150,0.021978,-0.061050,0.136701,-0.211259,0.320841,0.140129,-0.217253,0.320000,0.251630,0.407746,0.038242
119.1380,9.45440,77.93,MID,0.991415,0.458112,-0.365875,0.384617,0.230770,0.120880,1.030561,0.491557,-0.358511,0.782928,0.668903,0.147277,0.105006,-0.012210,-0.109890,0.137032,-0.211814,0.320845,0.140573,-0.217919,0.320000,0.252275,0.408147,0.039146
119.1507,9.45520,77.94,MID,0.996755,0.464215,-0.363968,0.076923,0.472527,-0.120880,1.035286,0.496125,-0.357078,0.770604,0.638190,0.137806,0.124542,-0.007326,-0.129426,0.137690,-0.212449,0.320949,0.141016,-0.218585,0.320000,0.253166,0.408780,0.038530
119.1602,9.45600,77.95,MID,1.000952,0.468411,-0.362061,0.802197,0.494507,0.252747,1.040015,0.500714,-0.355635,0.781276,0.646049,0.128522,0.144078,-0.031746,-0.090354,0.138044,-0.212992,0.321074,0.141459,-0.219251,0.320000,0.253814,0.409280,0.039064
119.1677,9.45680,77.95,MID,1.006292,0.473370,-0.360535,0.604397,0.450550,0.274727,1.044751,0.505324,-0.354182,0.769169,0.639076,0.127056,0.021978,-0.056166,-0.090354,0.138537,-0.213760,0.321066,0.141902,-0.219917,0.320000,0.254727,0.409841,0.038458
119.1780,9.45760,77.96,MID,1.012396,0.478330,-0.358627,0.516483,0.560440,0.296703,1.049491,0.509956,-0.352720,0.741914,0.632536,0.118149,-0.075702,-0.036630,-0.148962,0.138948,-0.214706,0.321053,0.142345,-0.220583,0.320000,0.255744,0.410463,0.037096
119.1881,9.45840,77.97,MID,1.017736,0.482907,-0.357102,0.208790,0.252747,-0.010990,1.054238,0.514610,-0.351249,0.730029,0.634061,0.117059,-0.085470,-0.026862,-0.119658,0.139366,-0.215516,0.321025,0.142788,-0.221249,0.320000,0.256652,0.411007,0.036501
119.2009,9.45920,77.97,MID,1.022695,0.487104,-0.355957,0.670330,0.538460,-0.120880,1.058990,0.519286,-0.349768,0.725886,0.643637,0.123787,-0.075702,-0.046398,-0.095238,0.139776,-0.216288,0.320948,0.143231,-0.221915,0.320000,0.257522,0.411492,0.036294
119.2110,9.46000,77.98,MID,1.028417,0.492063,-0.354050,0.318680,0.626373,0.032967,1.063747,0.523984,-0.348278,0.706597,0.638418,0.115446,-0.085470,-0.021978,-0.139194,0.140192,-0.217143,0.320960,0.143674,-0.222581,0.320000,0.258467,0.412093,0.035330
119.2181,9.46080,77.99,MID,1.033758,0.496641,-0.351761,0.406593,0.362637,0.362637,1.068511,0.528705,-0.346778,0.695053,0.641278,0.099663,-0.041514,-0.007326,-0.144078,0.140504,-0.217928,0.321052,0.144117,-0.223247,0.320000,0.259295,0.412684,0.034753
119.2282,9.46160,77.99,MID,1.037954,0.500456,-0.350617,0.406593,0.538460,0.472527,1.073280,0.533448,-0.345269,0.706513,0.659851,0.106958,0.007326,0.036630,-0.129426,0.140869,-0.218550,0.321021,0.144560,-0.223914,0.320000,0.260016,0.413114,0.035326
119.2381,9.46240,78.00,MID,1.042532,0.505033,-0.349091,0.472527,0.736263,0.054947,1.078055,0.538215,-0.343750,0.710461,0.663623,0.106812,0.085470,-0.002442,-0.134310,0.141307,-0.219176,0.321049,0.145003,-0.224580,0.320000,0.260779,0.413617,0.035523
119.2482,9.46320,78.01,MID,1.046728,0.509611,-0.346802,0.538460,0.340660,0.340660,1.082836,0.543004,-0.342222,0.722156,0.667859,0.091596,0.095238,0.046398,-0.197803,0.141664,-0.219675,0.321240,0.145446,-0.225246,0.320000,0.261392,0.414150,0.036108
119.2585,9.46400,78.01,MID,1.050925,0.514189,-0.345276,0.604397,0.384617,0.098900,1.087623,0.547817,-0.340685,0.733952,0.672562,0.091829,0.183150,0.041514,-0.124542,0.142115,-0.220206,0.321300,0.145889,-0.225912,0.320000,0.262082,0.414633,0.036698
119.2685,9.46480,78.02,MID,1.054358,0.518003,-0.344132,0.252747,0.626373,-0.076923,1.092416,0.552653,-0.339138,0.761147,0.692998,0.099881,0.158731,-0.021978,-0.139194,0.142508,-0.220638,0.321333,0.146332,-0.226578,0.320000,0.262659,0.415024,0.038057
119.2784,9.46560,78.03,MID,1.058173,0.522581,-0.342606,0.186813,0.736263,-0.010990,1.097215,0.557514,-0.337581,0.780834,0.698654,0.100493,0.192918,0.031746,-0.124542,0.142974,-0.221072,0.321427,0.146776,-0.227244,0.320000,0.263277,0.415487,0.039042
119.2886,9.46640,78.03,MID,1.062751,0.527159,-0.341080,0.516483,0.296703,0.208790,1.102020,0.562398,-0.336015,0.785385,0.704793,0.101295,0.148962,0.056166,-0.129426,0.143402,-0.221703,0.321448,0.147219,-0.227910,0.320000,0.264038,0.415987,0.039269
119.2989,9.46720,78.04,MID,1.067328,0.532118,-0.339554,0.120880,0.406593,0.010990,1.106831,0.567307,-0.334440,0.790061,0.703791,0.102287,0.100122,0.051282,-0.100122,0.143897,-0.222294,0.321483,0.147662,-0.228576,0.320000,0.264804,0.416500,0.039503
119.3093,9.46800,78.05,MID,1.072669,0.537458,-0.338028,0.648350,0.758244,-0.076923,1.111649,0.572241,-0.332855,0.779604,0.695655,0.103470,0.075702,0.026862,-0.134310,0.144422,-0.223042,0.321460,0.148105,-0.229242,0.320000,0.265717,0.417063,0.038980
119.3189,9.46880,78.05,MID,1.077628,0.542417,-0.336121,0.736263,0.472527,0.406593,1.116473,0.577200,-0.331260,0.776904,0.695648,0.097213,0.036630,-0.021978,-0.105006,0.144845,-0.223719,0.321520,0.148548,-0.229908,0.320000,0.266515,0.417618,0.038845
119.3293,9.46960,78.06,MID,1.081824,0.546614,-0.335358,0.824177,0.428570,0.054947,1.121304,0.582184,-0.329656,0.789592,0.711406,0.114036,0.026862,-0.041514,-0.075702,0.145307,-0.224327,0.321423,0.148991,-0.230575,0.320000,0.267276,0.418030,0.039480
119.3394,9.47040,78.07,MID,1.087165,0.551955,-0.333832,0.560440,0.252747,0.120880,1.126141,0.587193,-0.328042,0.779521,0.704768,0.115792,0.036630,-0.041514,-0.114774,0.145822,-0.225079,0.321393,0.149434,-0.231241,0.320000,0.268188,0.418591,0.038976
119.3491,9.47120,78.07,MID,1.092887,0.557677,-0.332306,0.494507,0.450550,0.208790,1.130984,0.592229,-0.326419,0.761953,0.691037,0.117738,-0.012210,-0.002442,-0.061050,0.146384,-0.225892,0.321339,0.149877,-0.231907,0.320000,0.269175,0.419183,0.038098
119.3593,9.47200,78.08,MID,1.099372,0.563399,-0.330780,0.626373,0.802197,0.384617,1.135835,0.597291,-0.324786,0.729259,0.677831,0.119877,-0.095238,-0.046398,-0.090354,0.146900,-0.226905,0.321207,0.150320,-0.232573,0.320000,0.270306,0.419809,0.036463
119.3692,9.47280,78.09,MID,1.103949,0.567214,-0.330017,0.714287,0.472527,0.142857,1.140692,0.602379,-0.323144,0.734846,0.703301,0.137466,-0.070818,-0.017094,-0.075702,0.147258,-0.227658,0.321047,0.150763,-0.233239,0.320000,0.271134,0.420220,0.036742
119.3796,9.47360,78.09,MID,1.109291,0.572173,-0.328873,0.780220,0.516483,0.142857,1.145556,0.607494,-0.321492,0.725292,0.706421,0.147618,-0.021978,0.012210,-0.041514,0.147735,-0.228475,0.320923,0.151206,-0.233905,0.320000,0.272078,0.420735,0.036265
119.3893,9.47440,78.10,MID,1.114250,0.577514,-0.327346,0.252747,0.494507,0.274727,1.150426,0.612636,-0.319830,0.723523,0.702454,0.150315,0.017094,0.021978,-0.065934,0.148251,-0.229137,0.320916,0.151649,-0.234571,0.320000,0.272914,0.421271,0.036176
119.3997,9.47520,78.11,MID,1.119209,0.582473,-0.326202,0.648350,0.362637,0.098900,1.155304,0.617806,-0.318159,0.721894,0.706667,0.160852,0.090354,0.026862,-0.021978,0.148741,-0.229857,0.320825,0.152092,-0.235237,0.320000,0.273785,0.421766,0.036095
119.4097,9.47600,78.11,MID,1.123787,0.587432,-0.325057,0.560440,0.538460,0.714287,1.160189,0.623004,-0.316478,0.728035,0.711437,0.171584,0.129426,0.021978,-0.007326,0.149250,-0.230478,0.320770,0.152535,-0.235903,0.320000,0.274582,0.422243,0.036402
119.4197,9.47680,78.12,MID,1.126839,0.591246,-0.323913,0.406593,0.318680,0.428570,1.165080,0.628229,-0.314787,0.764836,0.739660,0.182508,0.158731,0.002442,-0.007326,0.149634,-0.230822,0.320821,0.152979,-0.236569,0.320000,0.275080,0.422605,0.038242
119.4298,9.47760,78.12,MID,1.130653,0.596206,-0.322768,0.296703,0.516483,0.076923,1.169979,0.633484,-0.313087,0.786523,0.745566,0.193627,0.192918,0.051282,-0.051282,0.150183,-0.231243,0.320841,0.153422,-0.237236,0.320000,0.275732,0.423045,0.039326
119.4399,9.47840,78.13,MID,1.135231,0.601165,-0.321242,0.714287,0.626373,0.230770,1.174886,0.638767,-0.311377,0.793097,0.752052,0.197311,0.148962,0.070818,-0.065934,0.150637,-0.231851,0.320848,0.153865,-0.237902,0.320000,0.276489,0.423544,0.039655
119.4500,9.47920,78.14,MID,1.139809,0.606505,-0.319717,0.582417,0.692307,0.428570,1.179799,0.644080,-0.309657,0.799818,0.751495,0.201189,0.139194,0.031746,-0.026862,0.151160,-0.232418,0.320870,0.154308,-0.238568,0.320000,0.277250,0.424057,0.039991
119.4601,9.48000,78.14,MID,1.144386,0.611847,-0.318572,0.736263,0.582417,0.494507,1.184721,0.649423,-0.307928,0.806688,0.751515,0.212893,0.183150,0.021978,-0.007326,0.151725,-0.233002,0.320822,0.154751,-0.239234,0.320000,0.278047,0.424543,0.040334
119.4701,9.48080,78.15,MID,1.148201,0.616043,-0.317428,0.626373,0.450550,0.098900,1.189649,0.654795,-0.306188,0.828969,0.775045,0.224791,0.153846,0.012210,-0.017094,0.152124,-0.233509,0.320804,0.155194,-0.239900,0.320000,0.278690,0.424951,0.041448
119.4802,9.48160,78.16,MID,1.153541,0.621765,-0.315902,0.648350,0.516483,0.186813,1.194586,0.660198,-0.304439,0.820885,0.768669,0.229257,0.051282,0.002442,-0.012210,0.152659,-0.234241,0.320756,0.155637,-0.240566,0.320000,0.279596,0.425509,0.041044
119.4909,9.48240,78.16,MID,1.159263,0.627487,-0.313995,0.406593,0.824177,0.076923,1.199530,0.665633,-0.302680,0.805327,0.762914,0.226290,-0.041514,0.007326,-0.017094,0.153121,-0.235062,0.320732,0.156080,-0.241232,0.320000,0.280535,0.426109,0.040266
119.5003,9.48320,78.17,MID,1.164986,0.633591,-0.312087,0.802197,0.582417,0.164837,1.204482,0.671098,-0.300911,0.789925,0.750158,0.223519,0.012210,-0.041514,-0.031746,0.153647,-0.235842,0.320722,0.156523,-0.241898,0.320000,0.281477,0.426722,0.039496
119.5104,9.48400,78.18,MID,1.169945,0.637787,-0.310561,0.692307,0.340660,0.494507,1.209442,0.676596,-0.299133,0.789941,0.776188,0.228575,-0.041514,-0.002442,-0.031746,0.153914,-0.236648,0.320640,0.156966,-0.242564,0.320000,0.282297,0.427202,0.039497
119.5207,9.48480,78.18,MID,1.176049,0.643127,-0.309035,0.802197,0.274727,-0.010990,1.214410,0.682126,-0.297344,0.767211,0.779977,0.233830,-0.036630,0.041514,-0.031746,0.154310,-0.237637,0.320480,0.157409,-0.243230,0.320000,0.283342,0.427774,0.038999
