t,s_m,pct,plane,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,lag_rad
38.4720,3.05360,25.17,MID,1.332835,-0.248762,1.477033,0.186813,0.296703,0.010990,1.348777,-0.267976,1.477624,0.318847,-0.384271,0.011827,0.036630,-0.339438,0.056166,-0.316160,-0.110201,0.323756,-0.316270,-0.116644,0.320000,0.334816,0.465746,0.019214
38.4818,3.05440,25.18,MID,1.334742,-0.249144,1.477033,0.274727,0.142857,0.296703,1.350718,-0.268215,1.477530,0.319519,-0.381420,0.009957,0.100122,-0.363858,0.026862,-0.315993,-0.110904,0.323724,-0.316045,-0.117412,0.320000,0.334890,0.465777,0.019071
38.4920,3.05520,25.18,MID,1.336268,-0.249525,1.477033,0.142857,-0.604397,-0.208790,1.352661,-0.268445,1.477445,0.327856,-0.378403,0.008242,0.070818,-0.344322,-0.017094,-0.315864,-0.111472,0.323682,-0.315819,-0.118179,0.320000,0.334957,0.465796,0.018920
38.5020,3.05600,25.19,MID,1.337794,-0.249525,1.477033,-0.120880,0.032967,0.054947,1.354548,-0.268682,1.477320,0.335076,-0.383137,0.005757,0.085470,-0.324786,-0.002442,-0.315700,-0.112023,0.323720,-0.315587,-0.118945,0.320000,0.334986,0.465844,0.019157
38.5122,3.05680,25.20,MID,1.340083,-0.249525,1.477033,0.252747,0.076923,0.252747,1.356446,-0.268908,1.477211,0.327252,-0.387661,0.003564,0.090354,-0.427350,-0.002442,-0.315453,-0.112853,0.323776,-0.315355,-0.119710,0.320000,0.335032,0.465915,0.019383
38.5222,3.05760,25.20,MID,1.341609,-0.249525,1.477033,0.120880,0.186813,0.494507,1.358354,-0.269124,1.477116,0.334900,-0.391977,0.001666,0.085470,-0.402930,0.007326,-0.315287,-0.113408,0.323813,-0.315123,-0.120476,0.320000,0.335063,0.465963,0.019599
38.5323,3.05840,25.21,MID,1.342753,-0.249907,1.476651,-0.098900,0.010990,-0.032967,1.360241,-0.269337,1.477010,0.349746,-0.388614,0.007176,0.085470,-0.363858,-0.026862,-0.315088,-0.114001,0.323795,-0.314888,-0.121240,0.320000,0.335077,0.465962,0.019431
38.5423,3.05920,25.22,MID,1.344279,-0.250288,1.476651,0.318680,-0.098900,0.428570,1.362095,-0.269551,1.476884,0.356320,-0.385257,0.004657,0.178267,-0.334555,0.026862,-0.314954,-0.114577,0.323750,-0.314649,-0.122004,0.320000,0.335147,0.465980,0.019263
38.5523,3.06000,25.22,MID,1.345805,-0.250288,1.476651,0.340660,-0.252747,0.296703,1.363960,-0.269754,1.476773,0.363109,-0.389319,0.002432,0.105006,-0.402930,0.031746,-0.314784,-0.115137,0.323785,-0.314410,-0.122768,0.320000,0.335180,0.466028,0.019466
38.5624,3.06080,25.23,MID,1.347331,-0.250670,1.476270,0.142857,0.010990,-0.010990,1.365837,-0.269947,1.476676,0.370113,-0.385544,0.008135,0.153846,-0.393163,0.002442,-0.314540,-0.115873,0.323774,-0.314171,-0.123531,0.320000,0.335204,0.466038,0.019277
38.5729,3.06160,25.24,MID,1.348094,-0.250670,1.476270,-0.054947,0.230770,-0.274727,1.367668,-0.270143,1.476550,0.391483,-0.389465,0.005604,0.148962,-0.339438,0.017094,-0.314454,-0.116154,0.323791,-0.313928,-0.124293,0.320000,0.335221,0.466062,0.019574
38.5830,3.06240,25.24,MID,1.349620,-0.250670,1.476270,0.252747,-0.054947,0.120880,1.369491,-0.270333,1.476422,0.397421,-0.393276,0.003049,0.183150,-0.451771,0.046398,-0.314281,-0.116718,0.323824,-0.313682,-0.125054,0.320000,0.335255,0.466109,0.019871
38.5931,3.06320,25.25,MID,1.351527,-0.251051,1.475888,0.318680,-0.120880,-0.384617,1.371324,-0.270514,1.476309,0.395945,-0.389249,0.008420,0.197803,-0.393163,-0.026862,-0.313990,-0.117601,0.323819,-0.313437,-0.125816,0.320000,0.335290,0.466131,0.019797
38.6030,3.06400,25.26,MID,1.353434,-0.251051,1.475888,0.142857,-0.186813,0.010990,1.373165,-0.270684,1.476208,0.394616,-0.392660,0.006405,0.080586,-0.407814,0.002442,-0.313770,-0.118310,0.323859,-0.313191,-0.126577,0.320000,0.335334,0.466191,0.019731
38.6136,3.06480,25.26,MID,1.354579,-0.251051,1.475888,0.098900,0.164837,-0.186813,1.374946,-0.270862,1.476064,0.407338,-0.396218,0.003516,0.119658,-0.373627,-0.012210,-0.313638,-0.118737,0.323882,-0.312939,-0.127336,0.320000,0.335361,0.466226,0.020367
38.6235,3.06560,25.27,MID,1.356105,-0.251051,1.475888,0.340660,0.252747,0.032967,1.376737,-0.271030,1.475934,0.412649,-0.399569,0.000922,0.129426,-0.329670,0.012210,-0.313460,-0.119308,0.323913,-0.312687,-0.128096,0.320000,0.335397,0.466273,0.020632
38.6338,3.06640,25.28,MID,1.357631,-0.251433,1.475507,0.054947,0.098900,-0.318680,1.378540,-0.271187,1.475820,0.418178,-0.395082,0.006258,0.256411,-0.329670,0.026862,-0.313206,-0.120056,0.323896,-0.312435,-0.128855,0.320000,0.335428,0.466283,0.020909
38.6435,3.06720,25.28,MID,1.359156,-0.251433,1.475507,-0.186813,-0.186813,-0.230770,1.380326,-0.271340,1.475698,0.423399,-0.398148,0.003830,0.163614,-0.344322,-0.026862,-0.313026,-0.120630,0.323925,-0.312180,-0.129613,0.320000,0.335465,0.466331,0.021170
38.6537,3.06800,25.29,MID,1.361446,-0.251433,1.475507,0.274727,-0.142857,-0.098900,1.382076,-0.271495,1.475552,0.412596,-0.401247,0.000898,0.119658,-0.354091,-0.031746,-0.312752,-0.121495,0.323968,-0.311921,-0.130370,0.320000,0.335522,0.466401,0.020630
38.6637,3.06880,25.30,MID,1.363354,-0.251814,1.475888,0.516483,-0.252747,0.384617,1.383837,-0.271639,1.475420,0.409662,-0.396509,-0.009365,0.251526,-0.422466,0.007326,-0.312665,-0.122077,0.323888,-0.311663,-0.131127,0.320000,0.335652,0.466439,0.020483
38.6738,3.06960,25.30,MID,1.364879,-0.251814,1.475507,0.252747,-0.010990,-0.164837,1.385608,-0.271774,1.475303,0.414576,-0.399193,-0.004067,0.148962,-0.383394,0.007326,-0.312371,-0.122816,0.323948,-0.311404,-0.131884,0.320000,0.335648,0.466478,0.020729
38.6839,3.07040,25.31,MID,1.366787,-0.251814,1.475125,0.010990,0.098900,-0.032967,1.387342,-0.271910,1.475161,0.411105,-0.401914,0.000716,0.090354,-0.378510,0.021978,-0.312029,-0.123703,0.324013,-0.311141,-0.132640,0.320000,0.335655,0.466528,0.020555
38.6940,3.07120,25.32,MID,1.368313,-0.251814,1.474744,-0.098900,0.252747,-0.670330,1.389061,-0.272042,1.475012,0.414974,-0.404554,0.005368,0.192918,-0.432235,0.007326,-0.311731,-0.124446,0.324070,-0.310875,-0.133395,0.320000,0.335653,0.466567,0.020749
38.7039,3.07200,25.32,MID,1.370602,-0.251814,1.475125,0.296703,0.098900,-0.010990,1.390792,-0.272163,1.474878,0.403805,-0.406988,-0.004937,0.144078,-0.398046,-0.002442,-0.311555,-0.125167,0.324075,-0.310610,-0.134149,0.320000,0.335758,0.466645,0.020349
38.7142,3.07280,25.33,MID,1.372509,-0.252195,1.474744,0.164837,0.142857,-0.032967,1.392533,-0.272275,1.474760,0.400484,-0.401585,0.000322,0.061050,-0.378510,0.026862,-0.311240,-0.126080,0.324054,-0.310345,-0.134904,0.320000,0.335807,0.466666,0.020079
38.7245,3.07360,25.34,MID,1.374416,-0.252195,1.474744,-0.142857,-0.142857,0.472527,1.394215,-0.272393,1.474596,0.395969,-0.403959,-0.002950,0.026862,-0.422466,0.021978,-0.310998,-0.126818,0.324082,-0.310073,-0.135656,0.320000,0.335861,0.466725,0.020198
38.7337,3.07440,25.34,MID,1.376705,-0.252577,1.474744,-0.032967,-0.472527,0.406593,1.395904,-0.272503,1.474445,0.383983,-0.398513,-0.005975,0.051282,-0.324786,0.012210,-0.310738,-0.127727,0.324033,-0.309801,-0.136409,0.320000,0.335965,0.466765,0.019926
38.7439,3.07520,25.35,MID,1.378612,-0.252195,1.474362,0.538460,0.120880,-0.142857,1.397605,-0.272601,1.474309,0.379848,-0.408119,-0.001066,0.070818,-0.393163,-0.017094,-0.310348,-0.128613,0.324170,-0.309529,-0.137161,0.320000,0.335942,0.466844,0.020406
38.7539,3.07600,25.36,MID,1.380901,-0.252577,1.473981,0.296703,-0.516483,0.054947,1.399298,-0.272695,1.474172,0.367927,-0.402354,0.003826,0.070818,-0.402930,0.012210,-0.309972,-0.129687,0.324148,-0.309255,-0.137913,0.320000,0.336008,0.466876,0.020118
38.7639,3.07680,25.36,MID,1.383190,-0.252195,1.473981,0.208790,0.142857,0.296703,1.400947,-0.272791,1.474003,0.355132,-0.411917,0.000447,0.007326,-0.402930,0.017094,-0.309636,-0.130571,0.324256,-0.308977,-0.138663,0.320000,0.336041,0.466975,0.020596
38.7743,3.07760,25.37,MID,1.385860,-0.252577,1.473599,0.538460,-0.164837,0.032967,1.402607,-0.272878,1.473849,0.334932,-0.406014,0.005001,0.021978,-0.368742,0.021978,-0.309202,-0.131806,0.324233,-0.308698,-0.139413,0.320000,0.336123,0.467018,0.020301
38.7841,3.07840,25.38,MID,1.387768,-0.252577,1.473218,0.274727,-0.164837,-0.120880,1.404278,-0.272954,1.473711,0.330212,-0.407534,0.009864,0.080586,-0.388278,0.041514,-0.308833,-0.132724,0.324280,-0.308420,-0.140163,0.320000,0.336145,0.467067,0.020377
38.7941,3.07920,25.38,MID,1.389675,-0.252577,1.473218,0.362637,0.120880,0.120880,1.405920,-0.273030,1.473553,0.324903,-0.409052,0.006698,0.031746,-0.442002,0.046398,-0.308573,-0.133485,0.324298,-0.308137,-0.140911,0.320000,0.336208,0.467124,0.020453
38.8043,3.08000,25.39,MID,1.391201,-0.252577,1.472836,0.054947,-0.076923,-0.406593,1.407540,-0.273103,1.473381,0.326792,-0.410530,0.010893,-0.002442,-0.324786,0.012210,-0.308252,-0.134256,0.324339,-0.307852,-0.141659,0.320000,0.336220,0.467161,0.020526
38.8145,3.08080,25.40,MID,1.393108,-0.252958,1.472455,0.428570,-0.186813,-0.076923,1.409172,-0.273167,1.473225,0.321276,-0.404171,0.015396,0.017094,-0.422466,0.036630,-0.307910,-0.135200,0.324300,-0.307567,-0.142406,0.320000,0.336285,0.467181,0.020209
38.8245,3.08160,25.40,MID,1.395016,-0.252958,1.472073,0.054947,-0.120880,-0.252747,1.410815,-0.273220,1.473084,0.315983,-0.405236,0.020209,0.065934,-0.466422,0.031746,-0.307531,-0.136129,0.324340,-0.307282,-0.143153,0.320000,0.336313,0.467229,0.020262
38.8346,3.08240,25.41,MID,1.397304,-0.252958,1.472073,0.670330,0.318680,0.098900,1.412430,-0.273273,1.472925,0.302520,-0.406287,0.017028,0.021978,-0.378510,0.046398,-0.307207,-0.137057,0.324355,-0.306993,-0.143900,0.320000,0.336394,0.467297,0.020314
38.8448,3.08320,25.42,MID,1.398449,-0.252958,1.472073,0.164837,-0.076923,-0.098900,1.414050,-0.273317,1.472775,0.312033,-0.407167,0.014036,0.036630,-0.515263,0.031746,-0.307044,-0.137523,0.324362,-0.306704,-0.144646,0.320000,0.336435,0.467332,0.020358
38.8550,3.08400,25.42,MID,1.400356,-0.252958,1.472073,0.296703,-0.164837,0.362637,1.415682,-0.273350,1.472641,0.306510,-0.407840,0.011356,0.056166,-0.510379,0.041514,-0.306769,-0.138301,0.324372,-0.306415,-0.145391,0.320000,0.336504,0.467388,0.020392
38.8650,3.08480,25.43,MID,1.401882,-0.252958,1.471692,0.032967,0.142857,-0.032967,1.417314,-0.273376,1.472514,0.308637,-0.408358,0.016440,0.080586,-0.363858,0.041514,-0.306436,-0.139085,0.324404,-0.306125,-0.146137,0.320000,0.336523,0.467425,0.020418
38.8750,3.08560,25.43,MID,1.403789,-0.253340,1.471310,0.120880,-0.142857,-0.252747,1.418895,-0.273408,1.472346,0.302104,-0.401360,0.020715,0.021978,-0.437119,0.017094,-0.306079,-0.140046,0.324355,-0.305829,-0.146880,0.320000,0.336597,0.467443,0.020068
38.8852,3.08640,25.44,MID,1.404934,-0.253340,1.471310,0.252747,-0.252747,-0.120880,1.420487,-0.273429,1.472194,0.311057,-0.401785,0.017671,0.065934,-0.471307,0.007326,-0.305910,-0.140518,0.324358,-0.305533,-0.147624,0.320000,0.336640,0.467477,0.020089
38.8953,3.08720,25.45,MID,1.406841,-0.252958,1.470929,0.252747,0.032967,-0.164837,1.422090,-0.273440,1.472058,0.304976,-0.409634,0.022572,0.061050,-0.471307,-0.002442,-0.305481,-0.141448,0.324469,-0.305238,-0.148367,0.320000,0.336640,0.467554,0.020482
38.9054,3.08800,25.45,MID,1.407986,-0.253340,1.470929,0.186813,0.032967,0.098900,1.423673,-0.273449,1.471909,0.313755,-0.402176,0.019598,0.109890,-0.422466,0.036630,-0.305344,-0.141941,0.324389,-0.304939,-0.149109,0.320000,0.336723,0.467558,0.020109
38.9157,3.08880,25.46,MID,1.409511,-0.253340,1.470929,0.252747,-0.186813,0.230770,1.425227,-0.273458,1.471738,0.314302,-0.402353,0.016185,0.090354,-0.427350,0.026862,-0.305114,-0.142576,0.324391,-0.304637,-0.149850,0.320000,0.336783,0.467603,0.020118
38.9254,3.08960,25.47,MID,1.410656,-0.253340,1.470548,0.032967,-0.054947,0.032967,1.426791,-0.273456,1.471583,0.322706,-0.402323,0.020717,0.100122,-0.363858,0.031746,-0.304828,-0.143212,0.324416,-0.304335,-0.150591,0.320000,0.336794,0.467628,0.020116
38.9361,3.09040,25.47,MID,1.411800,-0.253340,1.470548,-0.142857,-0.252747,-0.230770,1.428367,-0.273444,1.471444,0.331336,-0.402088,0.017937,0.114774,-0.544566,0.002442,-0.304654,-0.143691,0.324416,-0.304033,-0.151331,0.320000,0.336840,0.467661,0.020104
38.9454,3.09120,25.48,MID,1.413326,-0.253340,1.470166,0.032967,-0.164837,-0.406593,1.429903,-0.273435,1.471274,0.331527,-0.401912,0.022156,0.144078,-0.339438,0.026862,-0.304307,-0.144489,0.324438,-0.303726,-0.152070,0.320000,0.336868,0.467697,0.020096
38.9553,3.09200,25.49,MID,1.414852,-0.253340,1.470166,0.032967,0.230770,-0.274727,1.431429,-0.273422,1.471100,0.331536,-0.401635,0.018683,0.124542,-0.334555,-0.007326,-0.304072,-0.145132,0.324436,-0.303417,-0.152808,0.320000,0.336931,0.467741,0.020082
38.9654,3.09280,25.49,MID,1.416378,-0.253340,1.470166,0.362637,0.010990,0.098900,1.432967,-0.273397,1.470942,0.331773,-0.401152,0.015528,0.095238,-0.407814,0.021978,-0.303834,-0.145776,0.324434,-0.303108,-0.153546,0.320000,0.336995,0.467785,0.020058
38.9753,3.09360,25.50,MID,1.417141,-0.253340,1.470166,0.010990,0.340660,0.230770,1.434516,-0.273363,1.470801,0.347495,-0.400463,0.012694,0.139194,-0.388278,0.012210,-0.303715,-0.146099,0.324432,-0.302800,-0.154284,0.320000,0.337028,0.467808,0.020023
38.9854,3.09440,25.51,MID,1.419048,-0.253721,1.469785,0.626373,-0.208790,-0.142857,1.436004,-0.273337,1.470608,0.339116,-0.392309,0.016471,0.080586,-0.398046,-0.007326,-0.303335,-0.147085,0.324367,-0.302484,-0.155020,0.320000,0.337114,0.467825,0.019615
38.9959,3.09520,25.51,MID,1.420193,-0.253340,1.469785,0.274727,0.318680,0.252747,1.437504,-0.273300,1.470431,0.346228,-0.399208,0.012934,0.158731,-0.471307,0.012210,-0.303120,-0.147554,0.324445,-0.302169,-0.155755,0.320000,0.337126,0.467887,0.019960
39.0064,3.09600,25.52,MID,1.420956,-0.253340,1.469785,0.010990,0.098900,0.120880,1.439015,-0.273253,1.470271,0.361196,-0.398272,0.009719,0.222222,-0.398046,-0.007326,-0.302998,-0.147879,0.324442,-0.301854,-0.156490,0.320000,0.337159,0.467909,0.019914
39.0160,3.09680,25.53,MID,1.422101,-0.253340,1.469403,0.098900,0.120880,0.120880,1.440518,-0.273202,1.470107,0.368339,-0.397234,0.014074,0.202686,-0.402930,0.031746,-0.302701,-0.148527,0.324458,-0.301537,-0.157225,0.320000,0.337177,0.467933,0.019862
39.0259,3.09760,25.53,MID,1.423627,-0.253721,1.469403,0.318680,0.098900,0.142857,1.441980,-0.273153,1.469911,0.367073,-0.388627,0.010152,0.148962,-0.388278,0.007326,-0.302489,-0.149199,0.324368,-0.301216,-0.157957,0.320000,0.337283,0.467947,0.019431
39.0365,3.09840,25.54,MID,1.424771,-0.253721,1.469022,0.318680,0.054947,0.142857,1.443455,-0.273094,1.469731,0.373668,-0.387443,0.014179,0.285714,-0.373627,0.036630,-0.302189,-0.149849,0.324382,-0.300894,-0.158690,0.320000,0.337303,0.467971,0.019372
39.0461,3.09920,25.55,MID,1.426297,-0.253340,1.469022,-0.054947,0.472527,-0.120880,1.444940,-0.273024,1.469567,0.372862,-0.393683,0.010900,0.114774,-0.339438,-0.041514,-0.301907,-0.150489,0.324454,-0.300572,-0.159422,0.320000,0.337334,0.468044,0.019684
39.0568,3.10000,25.55,MID,1.427441,-0.253721,1.469022,-0.142857,-0.032967,0.120880,1.446397,-0.272955,1.469381,0.379111,-0.384666,0.007180,0.231990,-0.432235,0.012210,-0.301752,-0.151002,0.324365,-0.300247,-0.160153,0.320000,0.337425,0.468047,0.019233
39.0670,3.10080,25.56,MID,1.428967,-0.253721,1.468640,0.076923,0.010990,0.230770,1.447834,-0.272883,1.469181,0.377339,-0.383235,0.010813,0.144078,-0.368742,0.046398,-0.301385,-0.151821,0.324373,-0.299919,-0.160883,0.320000,0.337465,0.468082,0.019162
39.0775,3.10160,25.57,MID,1.430112,-0.253721,1.468259,-0.054947,-0.252747,0.054947,1.449283,-0.272801,1.468997,0.383428,-0.381598,0.014770,0.271062,-0.368742,0.031746,-0.301080,-0.152477,0.324382,-0.299591,-0.161612,0.320000,0.337488,0.468105,0.019171
39.0875,3.10240,25.57,MID,1.431638,-0.253721,1.468259,-0.098900,-0.120880,0.142857,1.450744,-0.272709,1.468830,0.382118,-0.379755,0.011425,0.139194,-0.412699,0.065934,-0.300824,-0.153142,0.324368,-0.299263,-0.162342,0.320000,0.337561,0.468148,0.019106
39.0982,3.10320,25.58,MID,1.432782,-0.253340,1.467877,-0.010990,0.164837,-0.208790,1.452156,-0.272622,1.468621,0.387473,-0.385647,0.014879,0.285714,-0.407814,0.061050,-0.300483,-0.153781,0.324457,-0.298930,-0.163069,0.320000,0.337548,0.468200,0.019374
39.1081,3.10400,25.59,MID,1.434308,-0.253340,1.467496,0.142857,0.340660,-0.098900,1.453568,-0.272528,1.468418,0.385206,-0.383763,0.018436,0.197803,-0.319902,0.021978,-0.300109,-0.154608,0.324459,-0.298595,-0.163796,0.320000,0.337593,0.468234,0.019260
39.1180,3.10480,25.59,MID,1.435452,-0.253340,1.467496,0.186813,0.208790,-0.010990,1.454992,-0.272424,1.468230,0.390801,-0.381673,0.014690,0.339438,-0.349206,0.056166,-0.299913,-0.155111,0.324447,-0.298261,-0.164523,0.320000,0.337650,0.468266,0.019540
39.1288,3.10560,25.60,MID,1.437741,-0.253721,1.467496,0.736263,0.010990,0.142857,1.456420,-0.272311,1.468051,0.373573,-0.371791,0.011113,0.070818,-0.383394,0.031746,-0.299552,-0.156140,0.324337,-0.297926,-0.165249,0.320000,0.337803,0.468301,0.018679
39.1380,3.10640,25.61,MID,1.438504,-0.253340,1.467114,-0.296703,0.142857,-0.142857,1.457796,-0.272204,1.467828,0.385846,-0.377289,0.014265,0.134310,-0.383394,0.041514,-0.299271,-0.156616,0.324426,-0.297585,-0.165973,0.320000,0.337774,0.468342,0.019292
39.1472,3.10720,25.61,MID,1.440411,-0.253340,1.467114,0.384617,0.098900,0.318680,1.459185,-0.272087,1.467620,0.375465,-0.374951,0.010112,0.134310,-0.388278,0.046398,-0.298937,-0.157463,0.324401,-0.297244,-0.166697,0.320000,0.337873,0.468395,0.018773
39.1569,3.10800,25.62,MID,1.441556,-0.253340,1.466733,0.384617,0.208790,-0.032967,1.460585,-0.271960,1.467429,0.380577,-0.372408,0.013919,0.207570,-0.442002,0.046398,-0.298620,-0.158130,0.324401,-0.296903,-0.167421,0.320000,0.337904,0.468417,0.019029
39.1669,3.10880,25.63,MID,1.443463,-0.253721,1.466733,0.318680,-0.208790,0.076923,1.461969,-0.271830,1.467227,0.370112,-0.362174,0.009882,0.109890,-0.402930,0.061050,-0.298315,-0.159001,0.324290,-0.296560,-0.168143,0.320000,0.338043,0.468441,0.018506
39.1770,3.10960,25.63,MID,1.444989,-0.253721,1.466733,0.208790,-0.186813,0.032967,1.463322,-0.271701,1.466999,0.366652,-0.359590,0.005317,0.256411,-0.368742,0.012210,-0.298042,-0.159686,0.324265,-0.296213,-0.168864,0.320000,0.338125,0.468483,0.018333
39.1870,3.11040,25.64,MID,1.446515,-0.253340,1.466733,0.164837,0.230770,-0.098900,1.464686,-0.271561,1.466787,0.363427,-0.364429,0.001081,0.207570,-0.378510,-0.017094,-0.297733,-0.160354,0.324322,-0.295866,-0.169585,0.320000,0.338169,0.468554,0.018221
39.1970,3.11120,25.65,MID,1.448041,-0.253340,1.466351,-0.010990,0.164837,-0.032967,1.466063,-0.271412,1.466592,0.360437,-0.361432,0.004806,0.061050,-0.402930,-0.021978,-0.297340,-0.161199,0.324310,-0.295519,-0.170306,0.320000,0.338225,0.468586,0.018072
39.2072,3.11200,25.65,MID,1.449567,-0.253721,1.466351,0.428570,-0.362637,0.208790,1.466654,-0.271461,1.465618,0.341744,-0.354788,-0.014672,0.139194,-0.402930,-0.007326,-0.297094,-0.161910,0.324199,-0.295103,-0.170987,0.320000,0.338348,0.468598,0.017739
39.2175,3.11280,25.66,MID,1.450711,-0.253721,1.465970,-0.010990,-0.296703,0.450550,1.466853,-0.271607,1.464246,0.322847,-0.357718,-0.034478,0.158731,-0.339438,-0.002442,-0.296766,-0.162586,0.324192,-0.294653,-0.171648,0.320000,0.338385,0.468620,0.017886
39.2280,3.11360,25.67,MID,1.452618,-0.253721,1.465588,0.164837,-0.230770,-0.186813,1.467071,-0.271743,1.462885,0.289043,-0.360442,-0.054067,0.041514,-0.349206,-0.036630,-0.296296,-0.163612,0.324167,-0.294202,-0.172309,0.320000,0.338467,0.468662,0.018022
39.2378,3.11440,25.67,MID,1.454144,-0.253340,1.464826,0.010990,0.076923,0.142857,1.467304,-0.271869,1.461536,0.263198,-0.370590,-0.065792,0.124542,-0.368742,0.026862,-0.295744,-0.164602,0.324242,-0.293751,-0.172970,0.320000,0.338465,0.468712,0.018529
39.2477,3.11520,25.68,MID,1.455289,-0.253721,1.464444,0.318680,-0.318680,-0.296703,1.467489,-0.272002,1.460133,0.244000,-0.365618,-0.086221,0.148962,-0.432235,-0.002442,-0.295445,-0.165302,0.324147,-0.293295,-0.173627,0.320000,0.338544,0.468704,0.018281
39.2578,3.11600,25.69,MID,1.456433,-0.253340,1.464063,-0.120880,0.032967,0.054947,1.467685,-0.272126,1.458737,0.225040,-0.375724,-0.106516,0.041514,-0.373627,0.012210,-0.295078,-0.165964,0.324215,-0.292839,-0.174284,0.320000,0.338548,0.468754,0.018786
39.2680,3.11680,25.69,MID,1.457578,-0.253340,1.462918,-0.032967,-0.076923,-0.164837,1.467898,-0.272240,1.457352,0.206411,-0.377995,-0.111320,0.021978,-0.383394,-0.007326,-0.294510,-0.166956,0.324223,-0.292382,-0.174941,0.320000,0.338542,0.468755,0.018900
39.2779,3.11760,25.70,MID,1.458341,-0.253340,1.462537,-0.318680,0.076923,0.208790,1.468113,-0.272347,1.455965,0.195451,-0.380136,-0.131438,0.085470,-0.398046,-0.017094,-0.294247,-0.167463,0.324216,-0.291925,-0.175597,0.320000,0.338563,0.468765,0.019007
39.2880,3.11840,25.71,MID,1.459103,-0.253721,1.461392,-0.186813,-0.230770,-0.362637,1.468289,-0.272458,1.454533,0.183711,-0.374737,-0.137188,0.295483,-0.451771,-0.026862,-0.293784,-0.168296,0.324148,-0.291463,-0.176250,0.320000,0.338574,0.468726,0.018737
39.2979,3.11920,25.71,MID,1.460248,-0.253721,1.460248,0.274727,-0.142857,-0.296703,1.468482,-0.272559,1.453112,0.164674,-0.376760,-0.142708,0.041514,-0.412699,0.002442,-0.293213,-0.169287,0.324149,-0.291000,-0.176903,0.320000,0.338573,0.468727,0.018838
39.3082,3.12000,25.72,MID,1.460629,-0.253340,1.459103,-0.186813,0.186813,0.142857,1.468690,-0.272650,1.451704,0.161223,-0.386208,-0.147996,0.056166,-0.402930,0.051282,-0.292757,-0.169902,0.324252,-0.290538,-0.177556,0.320000,0.338487,0.468736,0.019310
39.3180,3.12080,25.73,MID,1.461392,-0.253340,1.457959,0.384617,0.054947,-0.274727,1.468882,-0.272740,1.450272,0.149801,-0.387998,-0.153733,0.065934,-0.368742,-0.017094,-0.292260,-0.170713,0.324260,-0.290073,-0.178207,0.320000,0.338465,0.468725,0.019400
